//ID	Name	Icon Name	Model (Ground)	Model (Lance)	Model (Carsise)	Model (Phyllis)	Model (Ami)	Ship Symbol	Ship Size	Item Type	Obtain Prefix Rate	Set ID	Forging Level	Stable Level	Repairable	Tradable	Pick-upable	Droppable	Deletable	Max Stack Size	Instance	Price	Character Types	Character Level	Character Classes	Character Nick	Character Reputation	Equipable Slots	Item Switch Locations	Item Obtain Into Location Determine	+STR %	+AGI %	+ACC %	+CON %	+SPR %	+LUK %	+Attack Speed %	+Attack Range %	+Min Attack %	+Max Attack %	+Defense %	+Max HP %	+Max SP %	+Dodge Rate %	+Hit Rate %	+Critical Rate %	+Treasure Drop Rate %	+HP Recovery %	+SP Recovery %	+Movement Speed %	+Resource Gathering Rate %	+STR (Min,Max)	+AGI (Min,Max)	+ACC (Min,Max)	+CON (Min,Max)	+SPR (Min,Max)	+LUK (Min,Max)	+Attack Speed	+Attack Range	+Min Attack	+Max Attack	+Defense	+Max HP	+Max SP	+Dodge	+Hit Rate	+Critical Rate	+Treasure Drop Rate	+HP Recovery	+SP Recovery	+Movement Speed	+Resource Gathering Rate	+Physical Resist	Aftected By Left Hand Efs	+Energy	+Durability	Gem Sockets	Ship Durability Recovery	Ship Cannon Amount	Ship Member Count	Ship Label	Ship Cargo Capacity	Ship Fuel Consumption	Ship Attack Speed	Ship Movement Speed	Usage Script	Display Effect	Bind Effect	Bind Effect 2	1st Inv Slot Effect	Drop Model Effect	Item Usage Effect	Description	0
05278	Branch of Defecate	w0347	10100007	01010039	02010047	03010012	04010012	0	00	1	0	0	0	0	1	1	1	1	1	1	1	0	1,2,3,4	0	-1	0	0	28,32	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Apparel	0
05279	Goddess of Vengence	w0348	10100004	01040028	01040028	03040028	01040028	0	00	4	0	0	0	0	1	1	1	1	1	1	1	0	1,2,3,4	0	-1	0	0	27	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Apparel	0
05280	Soup Spoon	w0349	10100007	01010040	02010048	03010013	04010013	0	00	9	0	0	0	0	1	1	1	1	1	1	1	0	1,2,3,4	0	-1	0	0	30	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Apparel	0
05281	Pseudo Air Cannon	w0350	10100004	01040029	01040029	03040029	01040029	0	00	4	0	0	0	0	1	1	1	1	1	1	1	0	1,2,3,4	0	-1	0	0	27	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Apparel	0
05282	Oriental Mystic Chopsticks	w0351	10100001	01010041	02010049	03010014	04010014	0	00	7	0	0	0	0	1	1	1	1	1	1	1	0	1,2,3,4	0	-1	0	0	26	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Apparel	0
05283	Barborosa's Knife	w0352	10100001	01010042	02010050	03010015	04010015	0	00	1	0	0	0	0	1	1	1	1	1	1	1	0	1,2,3,4	0	-1	0	0	28,32	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Apparel	0
05284	Barborosa's Fork	w0353	10100001	01010043	02010051	03010016	04010016	0	00	1	0	0	0	0	1	1	1	1	1	1	1	0	1,2,3,4	0	-1	0	0	28,32	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Apparel	0
05285	Matchstick Granny's Pan	w0354	10100001	01010044	02010052	03010017	04010017	0	00	1	0	0	0	0	1	1	1	1	1	1	1	0	1,2,3,4	0	-1	0	0	28,32	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Apparel	0
05286	Fine Crossbow	w0355	10100004	01040030	01040030	03040030	01040030	0	00	4	0	0	0	0	1	1	1	1	1	1	1	0	1,2,3,4	0	-1	0	0	27	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Apparel	0
05287	Special Helm	e1329	10110001	0	0	0	0	0	00	20	0	0	0	0	1	1	1	1	1	1	1	0	1,2,3,4	0	-1	0	0	19	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Apparel	0
05288	Special Armor	e1330	10110002	0	0	0	0	0	00	27	0	0	0	0	1	1	1	1	1	1	1	0	1,2,3,4	0	-1	0	0	21	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Apparel	0
05289	Special Glove	e1331	10110003	0	0	0	0	0	00	23	0	0	0	0	1	1	1	1	1	1	1	0	1,2,3,4	0	-1	0	0	22	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Apparel	0
05290	Special Boots	e1332	10110004	0	0	0	0	0	00	24	0	0	0	0	1	1	1	1	1	1	1	0	1,2,3,4	0	-1	0	0	23	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Apparel	0
05291	Special Sword	w0352	10100001	0	0	0	0	0	00	1	0	0	0	0	1	1	1	1	1	1	1	0	1,2,3,4	0	-1	0	0	28,32	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Apparel	0
05292	Special Greatsword	w0314	10100002	0	0	0	0	0	00	2	0	0	0	0	1	1	1	1	1	1	1	0	1,2,3,4	0	-1	0	0	29	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Apparel	0
05293	Special Gun	w0315	10100004	0	0	0	0	0	00	4	0	0	0	0	1	1	1	1	1	1	1	0	1,3	0	-1	0	0	27	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Apparel	0
05294	Special Staff	w0316	10100009	0	0	0	0	0	00	9	0	0	0	0	1	1	1	1	1	1	1	0	3,4	0	-1	0	0	30	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Apparel	0
05295	Special Dagger	w0317	10100007	0	0	0	0	0	00	7	0	0	0	0	1	1	1	1	1	1	1	0	1,3,4	0	-1	0	0	26	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Apparel	0
05296	Special Bow	w0367	10100003	0	0	0	0	0	00	3	0	0	0	0	1	1	1	1	1	1	1	0	1,2,3,4	0	-1	0	0	31	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Apparel	0
05297	Special Shield	w0390	10100011	0	0	0	0	0	00	11	0	0	0	0	1	1	1	1	1	1	1	0	1,2,3,4	0	-1	0	0	33	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Apparel	0
05298	Fairy of Life Apparel	n1336	10130005	0	0	0	0	0	0	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	24	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	514	0	0	Symbol of Light	1
05299	Fairy of Darkness Apparel	n1337	10130005	0	0	0	0	0	0	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	24	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	511	0	0	Symbol of Vengeance	1
05300	Fairy of Virtue Apparel	n1338	10130005	0	0	0	0	0	0	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	24	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	0	Symbol of Humility	1
05301	Fairy of Kudos Apparel	n1339	10130005	0	0	0	0	0	0	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	24	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	506	0	0	Symbol of Justice	1
05302	Fairy of Faith Apparel	n1340	10130005	0	0	0	0	0	0	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	24	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	508	0	0	Symbol of Honor	1
05303	Fairy of Valor Apparel	n1341	10130005	0	0	0	0	0	0	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	24	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	509	0	0	Symbol of Courage	1
05304	Fairy of Hope Apparel	n1342	10130005	0	0	0	0	0	0	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	24	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	507	0	0	Symbol of Honesty	1
05305	Fairy of Woe Apparel	n1343	10130005	0	0	0	0	0	0	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	24	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	510	0	0	Symbol of Remorse	1
05306	Fairy of Love Apparel	n1344	10130005	0	0	0	0	0	0	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	24	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	515	0	0	Symbol of Innocence	1
05307	Fairy of Heart Apparel	n1345	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	24	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	513	0	0	Symbol of Trust	1
05308	Fairy of Luck Apparel	n1651	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	24	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	519	0	0	New generation of fairy that was conceive from a fairy's marriage	1
05309	Fairy of Strength Apparel	n1652	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	24	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	520	0	0	New generation of fairy that was conceive from a fairy's marriage	1
05310	Fairy of Constitution Apparel	n1653	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	24	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	New generation of fairy that was conceive from a fairy's marriage	1
05311	Fairy of Spirit Apparel	n1654	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	24	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	523	0	0	New generation of fairy that was conceive from a fairy's marriage	1
05312	Fairy of Accuracy Apparel	n1655	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	24	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	522	0	0	New generation of fairy that was conceive from a fairy's marriage	1
05313	Fairy of Agility Apparel	n1656	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	24	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	524	0	0	New generation of fairy that was conceive from a fairy's marriage	1
05314	Fairy of Evil Apparel	n1657	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	24	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	521	0	0	New generation of fairy that was conceive from a fairy's marriage	1
05315	Mordo Apparel	n1472	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	24	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	518	0	0	Mordo	1
05316	Mordo Junior Apparel	n1664	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	24	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	526	0	0	New generation of fairy that was conceive from a fairy's marriage	1
05317	August Pet 1 Apparel	n1265	10130005	0	0	0	0	0	0	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	24	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	820	0	0	Apparel	1
05318	August Pet 2 Apparel	n1265	10130005	0	0	0	0	0	0	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	24	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	821	0	0	Apparel	1
05319	August Pet 3 Apparel	n1265	10130005	0	0	0	0	0	0	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	24	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	822	0	0	Apparel	1
05320	August Pet 4 Apparel	n1265	10130005	0	0	0	0	0	0	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	24	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	823	0	0	Apparel	1
05321	Angela Apparel	n2526	10130005	0	0	0	0	0	0	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	24	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	552	0	0	Apparel	1
05322	Angela Junior Apparel	n2527	10130005	0	0	0	0	0	0	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	24	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	553	0	0	Apparel	1
05331	Lv 1 Medal of Honor	x0001	10130005	0	0	0	0	0	00	25	10	0	0	0	0	0	1	0	1	1	0	1	-1	45	-1	0	0	5	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
